"NYSC Corper Registry — Batch 25D | Lead City University, Ibadan",,,,,,,
Full Name,Call-Up Number,State Code,Email,Batch,Service Start Date,Deployment Unit,Status
Rabiu Adaora,NYSC/UNIBEN/2025/107000,PL/25D/0055,adaorabiu@gmail.com,25D,06-Nov-2025,Law Faculty,ACTIVE
Bello Zainab,NYSC/FUOYE/2025/107004,IM/25D/0056,zainbello@outlook.com,25D,28-Nov-2025,Education Faculty,ACTIVE
Igwe Adannaya,NYSC/UNILORIN/2025/107019,CR/25D/0057,adannaya.igwe@gmail.com,25D,10-Nov-2025,Environmental Sciences,ACTIVE
Obi Uchechi,NYSC/UNN/2025/107033,SO/25D/0058,uchechi.obi@outlook.com,25D,18-Nov-2025,Education Faculty,ACTIVE
Obi Adunola,NYSC/LASU/2025/107039,EK/25D/0059,adunolaobi34@hotmail.com,25D,12-Dec-2025,Library,ACTIVE
Lawan Mohammed,NYSC/FUTMINNA/2025/107041,OG/25D/0060,mohammedlawan53@yahoo.com,25D,03-Dec-2025,Law Faculty,ACTIVE
Musa Amarachi,NYSC/UNIPORT/2025/107047,KT/25D/0061,amarmusa@yahoo.com,25D,06-Dec-2025,Law Faculty,ACTIVE
Chima Chiamaka,NYSC/LASU/2025/107050,KD/25D/0062,chiamakachima10@yahoo.com,25D,13-Dec-2025,Environmental Sciences,ACTIVE
Ogbu Adaeze,NYSC/UNIPORT/2025/107056,ZA/25D/0063,adaezeogbu24@gmail.com,25D,13-Nov-2025,Science Faculty,ACTIVE
Ajayi Ifeanyi,NYSC/UNIMAID/2025/107062,GO/25D/0064,ifeanyi.ajayi@hotmail.com,25D,05-Dec-2025,Social Sciences,ACTIVE
Ugwu Olumide,NYSC/UNIBEN/2025/107070,FC/25D/0065,olumideugwu8@outlook.com,25D,14-Nov-2025,Environmental Sciences,ACTIVE
Atiku Oluwaseun,NYSC/UI/2025/107074,AK/25D/0066,oluwaseunatiku11@yahoo.com,25D,26-Nov-2025,Computing Department,ACTIVE
Adeniyi Adannaya,NYSC/UNILORIN/2025/107079,KT/25D/0067,adannayaadeniyi24@gmail.com,25D,22-Nov-2025,Computing Department,ACTIVE
Onyekwere Ebele,NYSC/BUK/2025/107084,JG/25D/0068,ebeleonyekwere69@yahoo.com,25D,15-Dec-2025,Education Faculty,ACTIVE
Onyekwere Adaeze,NYSC/ABU/2025/107091,EK/25D/0069,adaeze.onyekwere@outlook.com,25D,02-Dec-2025,Medical Sciences,ACTIVE
Hassan Bolanle,NYSC/UNILAG/2025/107093,RS/25D/0070,bolanle.hassan@yahoo.com,25D,14-Nov-2025,Education Faculty,ACTIVE
Ogbonna Chinwe,NYSC/UNILORIN/2025/107097,KD/25D/0071,chinweogbonna25@gmail.com,25D,02-Nov-2025,Medical Sciences,ACTIVE
Adegoke Uchechi,NYSC/UNIPORT/2025/107112,SO/25D/0072,ucheadegoke@hotmail.com,25D,19-Dec-2025,Management Sciences,ACTIVE
Tanko Segun,NYSC/FUTMINNA/2025/107114,KG/25D/0073,seguntanko70@hotmail.com,25D,13-Dec-2025,Arts Faculty,ACTIVE
Bankole Ugochi,NYSC/OAU/2025/107125,KW/25D/0074,ugochi.bankole@gmail.com,25D,02-Dec-2025,Science Faculty,ACTIVE
Lawal Adaobi,NYSC/UNIBEN/2025/107138,NA/25D/0075,adaobilawal54@yahoo.com,25D,06-Dec-2025,Computing Department,ACTIVE
