"NYSC Corper Registry — Batch 24D | Lead City University, Ibadan",,,,,,,
Full Name,Call-Up Number,State Code,Email,Batch,Service Start Date,Deployment Unit,Status
Adegoke Musa,NYSC/UNN/2024/104428,YB/24D/0025,musaadegoke@hotmail.com,24D,13-Dec-2024,Environmental Sciences,COMPLETED
Garba Babatunde,NYSC/ABU/2024/104433,AB/24D/0026,babagarba@yahoo.com,24D,03-Nov-2024,Computing Department,COMPLETED
Bankole Kunle,NYSC/BUK/2024/104444,BE/24D/0027,kunle.bankole@outlook.com,24D,18-Dec-2024,Law Faculty,COMPLETED
Fashola Salisu,NYSC/UNILAG/2024/104459,IM/24D/0028,salifashola@hotmail.com,24D,08-Dec-2024,Education Faculty,COMPLETED
Nzekwe Adaora,NYSC/UNN/2024/104466,BY/24D/0029,adaora.nzekwe@yahoo.com,24D,25-Nov-2024,Medical Sciences,COMPLETED
Lawan Ramoni,NYSC/BUK/2024/104468,OS/24D/0030,ramonilawan79@hotmail.com,24D,24-Nov-2024,Arts Faculty,COMPLETED
Garba Rasheed,NYSC/UI/2024/104476,JG/24D/0031,rasheedgarba17@gmail.com,24D,09-Nov-2024,Social Sciences,COMPLETED
Tanko Adaeze,NYSC/LASU/2024/104490,KT/24D/0032,adaetanko@yahoo.com,24D,06-Dec-2024,Medical Sciences,COMPLETED
Lawan Bello,NYSC/UNIMAID/2024/104492,BE/24D/0033,bello.lawan@outlook.com,24D,21-Nov-2024,Education Faculty,COMPLETED
Obiora Chidi,NYSC/BUK/2024/104502,LA/24D/0034,chidobiora@hotmail.com,24D,26-Nov-2024,Engineering Faculty,COMPLETED
Lawal Oluwatobiloba,NYSC/UNIMAID/2024/104515,NA/24D/0035,oluwatobiloba.lawal@gmail.com,24D,09-Nov-2024,Social Sciences,COMPLETED
Obi Ibrahim,NYSC/UNIMAID/2024/104520,OY/24D/0036,ibrahimobi21@hotmail.com,24D,30-Nov-2024,Computing Department,COMPLETED
Nwosu Obinna,NYSC/FUTMINNA/2024/104523,AE/24D/0037,obinnanwosu91@gmail.com,24D,15-Dec-2024,Computing Department,COMPLETED
Chima Emeka,NYSC/UI/2024/104532,KG/24D/0038,emekchima@outlook.com,24D,04-Nov-2024,Library,COMPLETED
Makinde Bolanle,NYSC/UNN/2024/104547,OS/24D/0039,bolanlemakinde60@gmail.com,24D,12-Nov-2024,Management Sciences,COMPLETED
Adeleke Obinna,NYSC/ABU/2024/104556,BE/24D/0040,obinadeleke@hotmail.com,24D,19-Dec-2024,Medical Sciences,COMPLETED
Adekunle Oluwatobiloba,NYSC/FUOYE/2024/104570,BY/24D/0041,oluwatobiloba.adekunle@outlook.com,24D,05-Nov-2024,Medical Sciences,COMPLETED
Lawan Olamide,NYSC/UNN/2024/104576,TA/24D/0042,olamide.lawan@outlook.com,24D,30-Nov-2024,Education Faculty,COMPLETED
Fashola Taiwo,NYSC/OAU/2024/104578,DT/24D/0043,taiwofashola36@gmail.com,24D,10-Nov-2024,Science Faculty,COMPLETED
Ibrahim Nnamdi,NYSC/BUK/2024/104587,DT/24D/0044,nnamdiibrahim61@outlook.com,24D,18-Dec-2024,Computing Department,COMPLETED
Garba Halima,NYSC/UNILAG/2024/104588,EK/24D/0045,halimagarba53@outlook.com,24D,08-Dec-2024,Social Sciences,COMPLETED
Nwankwo Odochi,NYSC/FUTA/2024/104600,NI/24D/0046,odochi.nwankwo@yahoo.com,24D,01-Dec-2024,Environmental Sciences,COMPLETED
Bello Babatunde,NYSC/FUTA/2024/104605,JG/24D/0047,babatunde.bello@yahoo.com,24D,12-Nov-2024,Education Faculty,COMPLETED
Obiora Obioma,NYSC/UNICAL/2024/104617,IM/24D/0048,obiomaobiora41@yahoo.com,24D,24-Nov-2024,Science Faculty,COMPLETED
Babangida Chibuike,NYSC/FUTMINNA/2024/104621,FC/24D/0049,chibuike.babangida@outlook.com,24D,02-Nov-2024,Arts Faculty,COMPLETED
Bello Ifunanya,NYSC/FUOYE/2024/104636,NI/24D/0050,ifunanyabello95@outlook.com,24D,19-Nov-2024,Arts Faculty,COMPLETED
Bello Obioma,NYSC/FUOYE/2024/104646,NA/24D/0051,obioma.bello@gmail.com,24D,14-Dec-2024,Library,COMPLETED
Nwosu Uchechi,NYSC/UNICAL/2024/104648,KN/24D/0052,uchenwosu@gmail.com,24D,12-Dec-2024,Education Faculty,COMPLETED
Haruna Odochi,NYSC/UNILORIN/2024/104658,AK/24D/0053,odocharuna@gmail.com,24D,26-Nov-2024,Engineering Faculty,COMPLETED
Okafor Aliyu,NYSC/NOUN/2024/104666,KB/24D/0054,aliyu.okafor@hotmail.com,24D,19-Nov-2024,Arts Faculty,COMPLETED
Adeniyi Uchechi,NYSC/UNILORIN/2024/104672,OD/24D/0055,uchechiadeniyi95@hotmail.com,24D,11-Nov-2024,Library,COMPLETED
Amaechi Tobi,NYSC/OAU/2024/104687,AN/24D/0056,tobi.amaechi@yahoo.com,24D,08-Dec-2024,Arts Faculty,COMPLETED
Okonkwo Blessing,NYSC/UI/2024/104694,KT/24D/0057,blessing.okonkwo@yahoo.com,24D,12-Nov-2024,Management Sciences,COMPLETED
Lawan Damilola,NYSC/FUTA/2024/104699,OG/24D/0058,damilola.lawan@outlook.com,24D,01-Nov-2024,Environmental Sciences,COMPLETED
Bankole Oluwakemi,NYSC/LASU/2024/104704,KT/24D/0059,oluwakemibankole4@gmail.com,24D,05-Nov-2024,Education Faculty,COMPLETED
Mbah Kunle,NYSC/UI/2024/104716,KG/24D/0060,kunlmbah@outlook.com,24D,17-Dec-2024,Computing Department,COMPLETED
Aliyu Nkechi,NYSC/ABU/2024/104717,OS/24D/0061,nkechi.aliyu@hotmail.com,24D,04-Nov-2024,Medical Sciences,COMPLETED
Ezeh Chinwe,NYSC/FUTA/2024/104723,OS/24D/0062,chinwe.ezeh@gmail.com,24D,09-Dec-2024,Law Faculty,COMPLETED
Nzekwe Ebunoluwa,NYSC/FUTA/2024/104726,FC/24D/0063,ebunoluwa.nzekwe@outlook.com,24D,09-Nov-2024,Law Faculty,COMPLETED
Lawan Amarachi,NYSC/FUOYE/2024/104731,KT/24D/0064,amarachi.lawan@gmail.com,24D,06-Dec-2024,Arts Faculty,COMPLETED
Usman Odochi,NYSC/UNIPORT/2024/104743,KT/24D/0065,odochiusman17@gmail.com,24D,20-Nov-2024,Science Faculty,COMPLETED
Nwankwo Aisha,NYSC/FUOYE/2024/104749,YB/24D/0066,aisha.nwankwo@outlook.com,24D,15-Dec-2024,Arts Faculty,COMPLETED
Okonkwo Oyinkan,NYSC/UNILORIN/2024/104761,AN/24D/0067,oyinkan.okonkwo@gmail.com,24D,20-Dec-2024,Arts Faculty,COMPLETED
Eze Ugochi,NYSC/UNN/2024/104774,EB/24D/0068,ugochi.eze@gmail.com,24D,05-Nov-2024,Engineering Faculty,COMPLETED
Lawal Adaeze,NYSC/UNILORIN/2024/104785,AB/24D/0069,adaeze.lawal@yahoo.com,24D,10-Nov-2024,Environmental Sciences,COMPLETED
Olawale Festus,NYSC/LASU/2024/104790,JG/24D/0070,festolawale@gmail.com,24D,19-Dec-2024,Agriculture Faculty,COMPLETED
Garba Zainab,NYSC/LASU/2024/104799,DT/24D/0071,zaingarba@yahoo.com,24D,16-Dec-2024,Agriculture Faculty,COMPLETED
Anyanwu Oluwatobiloba,NYSC/UNN/2024/104805,NA/24D/0072,oluwanyanwu@yahoo.com,24D,15-Nov-2024,Arts Faculty,COMPLETED
Adegoke Aliyu,NYSC/UNN/2024/104807,NI/24D/0073,aliyadegoke@outlook.com,24D,17-Dec-2024,Agriculture Faculty,COMPLETED
Orji Chinyere,NYSC/NOUN/2024/104809,AB/24D/0074,chinyere.orji@hotmail.com,24D,06-Dec-2024,Law Faculty,COMPLETED
Garba Tobi,NYSC/UNIMAID/2024/104814,EK/24D/0075,tobigarba@hotmail.com,24D,07-Nov-2024,Computing Department,COMPLETED
