"NYSC Corper Registry — Batch 25B | Lead City University, Ibadan",,,,,,,
Full Name,Call-Up Number,State Code,Email,Batch,Service Start Date,Deployment Unit,Status
Fashola Adaeze,NYSC/UNIMAID/2025/105693,KT/25B/0031,adaefashola@gmail.com,25B,29-May-2025,Management Sciences,ACTIVE
Rabiu Adunola,NYSC/NOUN/2025/105695,JG/25B/0032,adunola.rabiu@gmail.com,25B,29-May-2025,Arts Faculty,ACTIVE
Ibrahim Ezinne,NYSC/FUTMINNA/2025/105699,AK/25B/0033,ezinne.ibrahim@gmail.com,25B,01-Jun-2025,Social Sciences,ACTIVE
Orji Oluwafunmilayo,NYSC/UNILAG/2025/105700,BE/25B/0034,oluwafunmilayo.orji@hotmail.com,25B,05-Jun-2025,Social Sciences,ACTIVE
Fashola Victor,NYSC/ABU/2025/105711,EK/25B/0035,victfashola@yahoo.com,25B,16-Jun-2025,Library,ACTIVE
Ibrahim Musa,NYSC/UI/2025/105716,ZA/25B/0036,musaibrahim1@hotmail.com,25B,28-May-2025,Computing Department,ACTIVE
Adegoke Oluwafunmilayo,NYSC/UNIPORT/2025/105723,YB/25B/0037,oluwafunmilayo.adegoke@outlook.com,25B,18-May-2025,Education Faculty,ACTIVE
Adeniyi Salisu,NYSC/UNILAG/2025/105730,FC/25B/0038,saliadeniyi@gmail.com,25B,15-May-2025,Management Sciences,ACTIVE
Nwofor Chioma,NYSC/LASU/2025/105737,EB/25B/0039,chiomanwofor9@gmail.com,25B,28-May-2025,Medical Sciences,ACTIVE
Abdullahi Adaora,NYSC/UNICAL/2025/105738,RS/25B/0040,adaoraabdullahi31@outlook.com,25B,03-Jun-2025,Science Faculty,ACTIVE
Nwankwo Chioma,NYSC/UNIPORT/2025/105742,KW/25B/0041,chiomanwankwo11@gmail.com,25B,21-May-2025,Environmental Sciences,ACTIVE
Adeleke Hassan,NYSC/UNIBEN/2025/105756,AN/25B/0042,hassan.adeleke@gmail.com,25B,13-Jun-2025,Education Faculty,ACTIVE
Chima Babatunde,NYSC/NOUN/2025/105765,KD/25B/0043,babatundechima30@gmail.com,25B,30-May-2025,Science Faculty,ACTIVE
Lawal Adaobi,NYSC/UNILAG/2025/105772,GO/25B/0044,adaobi.lawal@outlook.com,25B,01-May-2025,Education Faculty,ACTIVE
Garba Ifeanyi,NYSC/UI/2025/105784,AN/25B/0045,ifeanyi.garba@hotmail.com,25B,09-May-2025,Medical Sciences,ACTIVE
Onwudiwe Amina,NYSC/BUK/2025/105785,ED/25B/0046,aminaonwudiwe40@yahoo.com,25B,20-May-2025,Agriculture Faculty,ACTIVE
Obi Halima,NYSC/ABU/2025/105791,LA/25B/0047,halimaobi65@gmail.com,25B,13-May-2025,Engineering Faculty,ACTIVE
Adeleke Adaora,NYSC/UNILORIN/2025/105802,GO/25B/0048,adaoadeleke@outlook.com,25B,06-Jun-2025,Computing Department,ACTIVE
Amaechi Gbenga,NYSC/LASU/2025/105812,GO/25B/0049,gbenga.amaechi@hotmail.com,25B,10-Jun-2025,Science Faculty,ACTIVE
Ogbu Oyinkan,NYSC/UNICAL/2025/105824,BE/25B/0050,oyinkanogbu95@hotmail.com,25B,12-May-2025,Education Faculty,ACTIVE
Adeyemi Kunle,NYSC/FUTMINNA/2025/105825,EK/25B/0051,kunle.adeyemi@gmail.com,25B,10-Jun-2025,Engineering Faculty,ACTIVE
Eze Kunle,NYSC/UNILORIN/2025/105840,OY/25B/0052,kunleze@outlook.com,25B,12-May-2025,Social Sciences,ACTIVE
Nwofor Damilola,NYSC/UNILORIN/2025/105854,AE/25B/0053,daminwofor@gmail.com,25B,09-May-2025,Engineering Faculty,ACTIVE
Agu Usman,NYSC/FUTA/2025/105865,BE/25B/0054,usmaagu@yahoo.com,25B,21-Jun-2025,Education Faculty,ACTIVE
Adeleke Ugochi,NYSC/ABU/2025/105880,AB/25B/0055,ugochiadeleke25@hotmail.com,25B,08-Jun-2025,Arts Faculty,ACTIVE
Eze Obiageli,NYSC/FUTA/2025/105891,EB/25B/0056,obiageli.eze@outlook.com,25B,24-Jun-2025,Arts Faculty,ACTIVE
Adekunle Olalekan,NYSC/UNIMAID/2025/105901,OD/25B/0057,olalekanadekunle22@hotmail.com,25B,03-Jun-2025,Computing Department,ACTIVE
Obi Chinyere,NYSC/UNIMAID/2025/105904,YB/25B/0058,chinobi@hotmail.com,25B,28-Jun-2025,Library,ACTIVE
Babangida Chizaram,NYSC/UNICAL/2025/105914,BE/25B/0059,chizarambabangida31@hotmail.com,25B,28-May-2025,Social Sciences,ACTIVE
Aliyu Oluwabunmi,NYSC/UI/2025/105921,KB/25B/0060,oluwabunmialiyu18@gmail.com,25B,03-Jun-2025,Agriculture Faculty,ACTIVE
Eze Festus,NYSC/FUOYE/2025/105925,NI/25B/0061,festuseze60@hotmail.com,25B,21-Jun-2025,Management Sciences,ACTIVE
Rabiu Suleiman,NYSC/LASU/2025/105931,OY/25B/0062,suleiman.rabiu@yahoo.com,25B,19-May-2025,Education Faculty,ACTIVE
Musa Chidera,NYSC/UNICAL/2025/105940,AK/25B/0063,chidmusa@gmail.com,25B,13-May-2025,Science Faculty,ACTIVE
Abdullahi Bolanle,NYSC/FUTA/2025/105944,RS/25B/0064,bolanle.abdullahi@outlook.com,25B,19-Jun-2025,Library,ACTIVE
Nwosu Lawal,NYSC/UNILAG/2025/105949,KN/25B/0065,lawanwosu@yahoo.com,25B,17-Jun-2025,Education Faculty,ACTIVE
Ogbu Rasheed,NYSC/OAU/2025/105957,GO/25B/0066,rasheedogbu55@hotmail.com,25B,29-May-2025,Medical Sciences,ACTIVE
Obi Fatima,NYSC/ABU/2025/105966,AN/25B/0067,fatima.obi@gmail.com,25B,27-May-2025,Law Faculty,ACTIVE
Yusuf Kemi,NYSC/UNILAG/2025/105977,FC/25B/0068,kemiyusuf@outlook.com,25B,10-Jun-2025,Environmental Sciences,ACTIVE
Ojo Isioma,NYSC/UNILORIN/2025/105987,KD/25B/0069,isiomaojo69@hotmail.com,25B,07-May-2025,Management Sciences,ACTIVE
Yusuf Olamide,NYSC/LASU/2025/105997,OD/25B/0070,olamide.yusuf@yahoo.com,25B,13-May-2025,Science Faculty,ACTIVE
Bankole Uchenna,NYSC/UNICAL/2025/106012,BE/25B/0071,uchebankole@outlook.com,25B,01-May-2025,Law Faculty,ACTIVE
Ojo Bello,NYSC/UNN/2025/106018,IM/25B/0072,bello.ojo@hotmail.com,25B,09-May-2025,Arts Faculty,ACTIVE
Oyeleke Uchechi,NYSC/LASU/2025/106022,PL/25B/0073,uchechioyeleke76@yahoo.com,25B,13-May-2025,Environmental Sciences,ACTIVE
Adeleke Olamide,NYSC/UNICAL/2025/106025,KN/25B/0074,olamideadeleke73@hotmail.com,25B,06-Jun-2025,Agriculture Faculty,ACTIVE
Bankole Blessing,NYSC/FUTMINNA/2025/106037,NI/25B/0075,blessing.bankole@outlook.com,25B,12-May-2025,Library,ACTIVE
