"NYSC Corper Registry — Batch 25A | Lead City University, Ibadan",,,,,,,
Full Name,Call-Up Number,State Code,Email,Batch,Service Start Date,Deployment Unit,Status
Okafor Ugochi,NYSC/UNILORIN/2025/104962,YB/25A/0018,ugocokafor@yahoo.com,25A,16-Mar-2025,Medical Sciences,ACTIVE
Hassan Ugochi,NYSC/OAU/2025/104967,FC/25A/0019,ugochassan@outlook.com,25A,11-Feb-2025,Computing Department,COMPLETED
Adesanya Okonkwo,NYSC/UNICAL/2025/104978,KN/25A/0020,okonkwoadesanya25@gmail.com,25A,02-Mar-2025,Science Faculty,COMPLETED
Atiku Ugochi,NYSC/UNILORIN/2025/104987,OG/25A/0021,ugochiatiku18@gmail.com,25A,15-Mar-2025,Arts Faculty,COMPLETED
Eze Yakubu,NYSC/UNILAG/2025/104990,SO/25A/0022,yakubueze41@outlook.com,25A,24-Feb-2025,Engineering Faculty,COMPLETED
Ojo Blessing,NYSC/UNICAL/2025/105001,AN/25A/0023,blessing.ojo@gmail.com,25A,16-Feb-2025,Science Faculty,COMPLETED
Abdullahi Aliyu,NYSC/UNICAL/2025/105003,KD/25A/0024,aliyu.abdullahi@yahoo.com,25A,18-Feb-2025,Management Sciences,COMPLETED
Okafor Kayode,NYSC/FUTMINNA/2025/105010,SO/25A/0025,kayookafor@hotmail.com,25A,16-Feb-2025,Library,COMPLETED
Makinde Olumide,NYSC/FUTMINNA/2025/105025,PL/25A/0026,olummakinde@gmail.com,25A,23-Mar-2025,Law Faculty,COMPLETED
Igwe Kayode,NYSC/FUTMINNA/2025/105029,ED/25A/0027,kayodeigwe69@yahoo.com,25A,01-Feb-2025,Computing Department,COMPLETED
Yusuf Kayode,NYSC/UNICAL/2025/105044,OD/25A/0028,kayoyusuf@outlook.com,25A,27-Feb-2025,Law Faculty,ACTIVE
Musa Oluwafunmilayo,NYSC/UNIMAID/2025/105045,SO/25A/0029,oluwafunmilayo.musa@hotmail.com,25A,17-Mar-2025,Library,COMPLETED
Ezeh Ifeanyi,NYSC/FUOYE/2025/105054,KT/25A/0030,ifeaezeh@yahoo.com,25A,01-Mar-2025,Education Faculty,ACTIVE
Okonkwo Aisha,NYSC/UNILORIN/2025/105065,KN/25A/0031,aisha.okonkwo@outlook.com,25A,16-Feb-2025,Computing Department,COMPLETED
Onwudiwe Chizaram,NYSC/FUOYE/2025/105077,KT/25A/0032,chizaram.onwudiwe@hotmail.com,25A,16-Mar-2025,Education Faculty,COMPLETED
Bankole Chinyere,NYSC/OAU/2025/105091,EB/25A/0033,chinbankole@hotmail.com,25A,15-Feb-2025,Management Sciences,COMPLETED
Okoro Chibuike,NYSC/UNIPORT/2025/105092,OD/25A/0034,chibuikeokoro90@yahoo.com,25A,12-Mar-2025,Social Sciences,COMPLETED
Obiora Nkechi,NYSC/FUTMINNA/2025/105102,OD/25A/0035,nkecobiora@hotmail.com,25A,04-Mar-2025,Arts Faculty,COMPLETED
Adekunle Adannaya,NYSC/UI/2025/105106,EB/25A/0036,adannaya.adekunle@hotmail.com,25A,11-Mar-2025,Law Faculty,COMPLETED
Garba Ikenna,NYSC/LASU/2025/105120,KT/25A/0037,ikenna.garba@yahoo.com,25A,12-Mar-2025,Management Sciences,COMPLETED
Obi Obiageli,NYSC/OAU/2025/105135,NI/25A/0038,obiaobi@hotmail.com,25A,14-Feb-2025,Engineering Faculty,ACTIVE
Atiku Obinna,NYSC/OAU/2025/105142,RS/25A/0039,obinnaatiku7@outlook.com,25A,23-Feb-2025,Science Faculty,COMPLETED
Eze Okonkwo,NYSC/UI/2025/105153,LA/25A/0040,okonkwo.eze@hotmail.com,25A,08-Mar-2025,Agriculture Faculty,COMPLETED
Oyelaran Segun,NYSC/UNIMAID/2025/105163,IM/25A/0041,seguoyelaran@outlook.com,25A,06-Mar-2025,Medical Sciences,COMPLETED
Usman Nkechi,NYSC/UNIBEN/2025/105166,FC/25A/0042,nkechiusman36@outlook.com,25A,17-Feb-2025,Arts Faculty,COMPLETED
Ajayi Nkechi,NYSC/LASU/2025/105180,KG/25A/0043,nkechi.ajayi@hotmail.com,25A,13-Feb-2025,Medical Sciences,COMPLETED
Anyanwu Oyinkan,NYSC/UNIMAID/2025/105181,OG/25A/0044,oyinkan.anyanwu@yahoo.com,25A,04-Mar-2025,Law Faculty,COMPLETED
Lawan Adunola,NYSC/UNIMAID/2025/105189,NI/25A/0045,adunola.lawan@yahoo.com,25A,28-Mar-2025,Science Faculty,COMPLETED
Sule Ebele,NYSC/UNILAG/2025/105192,BE/25A/0046,ebelesule54@gmail.com,25A,16-Mar-2025,Agriculture Faculty,COMPLETED
Nwosu Femi,NYSC/UNN/2025/105207,DT/25A/0047,femi.nwosu@outlook.com,25A,02-Feb-2025,Management Sciences,COMPLETED
Mbah Obinna,NYSC/UI/2025/105215,NI/25A/0048,obinnambah43@gmail.com,25A,19-Mar-2025,Environmental Sciences,ACTIVE
Onwudiwe Mohammed,NYSC/UNIBEN/2025/105230,BE/25A/0049,mohaonwudiwe@gmail.com,25A,11-Mar-2025,Computing Department,COMPLETED
Danjuma Kemi,NYSC/UNICAL/2025/105232,AE/25A/0050,kemidanjuma3@yahoo.com,25A,22-Mar-2025,Management Sciences,COMPLETED
Obiora Yakubu,NYSC/FUTA/2025/105237,AB/25A/0051,yakubuobiora95@outlook.com,25A,15-Mar-2025,Education Faculty,COMPLETED
Onyekwere Amarachi,NYSC/UNIPORT/2025/105251,SO/25A/0052,amarachionyekwere35@hotmail.com,25A,24-Mar-2025,Management Sciences,COMPLETED
Oyeleke Ifeoma,NYSC/OAU/2025/105261,KG/25A/0053,ifeomaoyeleke60@yahoo.com,25A,06-Mar-2025,Engineering Faculty,COMPLETED
Musa Odochi,NYSC/UNIPORT/2025/105272,DT/25A/0054,odochi.musa@gmail.com,25A,16-Mar-2025,Management Sciences,COMPLETED
Atiku Obiageli,NYSC/UNIBEN/2025/105286,DT/25A/0055,obiageliatiku6@gmail.com,25A,07-Feb-2025,Agriculture Faculty,COMPLETED
Danjuma Rasheed,NYSC/UI/2025/105297,JG/25A/0056,rashdanjuma@gmail.com,25A,15-Mar-2025,Environmental Sciences,COMPLETED
Ojo Ifeoma,NYSC/OAU/2025/105300,OG/25A/0057,ifeoojo@hotmail.com,25A,24-Mar-2025,Management Sciences,COMPLETED
Ugwu Ifeoma,NYSC/OAU/2025/105306,AE/25A/0058,ifeougwu@hotmail.com,25A,02-Feb-2025,Library,COMPLETED
Adeyemi Usman,NYSC/UNIMAID/2025/105313,IM/25A/0059,usmaadeyemi@outlook.com,25A,25-Mar-2025,Education Faculty,COMPLETED
Ojo Hassan,NYSC/OAU/2025/105319,ED/25A/0060,hassan.ojo@yahoo.com,25A,17-Mar-2025,Arts Faculty,COMPLETED
Adekunle Fatima,NYSC/ABU/2025/105333,PL/25A/0061,fatimaadekunle56@yahoo.com,25A,22-Mar-2025,Computing Department,COMPLETED
Atiku Ramoni,NYSC/UNN/2025/105336,OY/25A/0062,ramoniatiku95@hotmail.com,25A,02-Feb-2025,Arts Faculty,ACTIVE
Nwofor Festus,NYSC/FUTA/2025/105344,EB/25A/0063,festus.nwofor@hotmail.com,25A,13-Mar-2025,Environmental Sciences,ACTIVE
Amaechi Ugochi,NYSC/FUTA/2025/105356,SO/25A/0064,ugochi.amaechi@hotmail.com,25A,18-Mar-2025,Engineering Faculty,COMPLETED
Atiku Oluwaseun,NYSC/OAU/2025/105365,FC/25A/0065,oluwatiku@hotmail.com,25A,14-Mar-2025,Law Faculty,COMPLETED
Oyeleke Oluwatobiloba,NYSC/LASU/2025/105373,OY/25A/0066,oluwatobiloba.oyeleke@yahoo.com,25A,05-Mar-2025,Law Faculty,COMPLETED
Agu Ugochukwu,NYSC/ABU/2025/105383,NI/25A/0067,ugochukwu.agu@hotmail.com,25A,12-Mar-2025,Law Faculty,COMPLETED
Obi Hassan,NYSC/ABU/2025/105388,PL/25A/0068,hassanobi21@hotmail.com,25A,04-Mar-2025,Arts Faculty,COMPLETED
Abubakar Rotimi,NYSC/FUTMINNA/2025/105392,OY/25A/0069,rotiabubakar@yahoo.com,25A,03-Feb-2025,Law Faculty,ACTIVE
Oyeleke Ogechi,NYSC/UNICAL/2025/105394,AB/25A/0070,ogechioyeleke63@outlook.com,25A,22-Mar-2025,Science Faculty,COMPLETED
Sule Chibuike,NYSC/UNN/2025/105407,EN/25A/0071,chibuike.sule@gmail.com,25A,23-Mar-2025,Library,COMPLETED
Eze Chiamaka,NYSC/UNN/2025/105417,TA/25A/0072,chiaeze@yahoo.com,25A,19-Feb-2025,Arts Faculty,ACTIVE
Orji Garba,NYSC/ABU/2025/105425,KW/25A/0073,garba.orji@outlook.com,25A,01-Mar-2025,Computing Department,COMPLETED
Nwofor Chukwuemeka,NYSC/FUOYE/2025/105438,PL/25A/0074,chuknwofor@outlook.com,25A,21-Mar-2025,Law Faculty,COMPLETED
Nwofor Nnamdi,NYSC/BUK/2025/105444,EN/25A/0075,nnamdinwofor55@hotmail.com,25A,27-Mar-2025,Social Sciences,COMPLETED
