"NYSC Corper Registry — Batch 23C | Lead City University, Ibadan",,,,,,,
Full Name,Call-Up Number,State Code,Email,Batch,Service Start Date,Deployment Unit,Status
Okoro Festus,NYSC/UNIMAID/2023/101388,OS/23C/0021,festokoro@gmail.com,23C,30-Sept-2023,Arts Faculty,COMPLETED
Ibrahim Musa,NYSC/FUOYE/2023/101390,NA/23C/0022,musaibrahim@hotmail.com,23C,19-Sept-2023,Management Sciences,COMPLETED
Okafor Ramoni,NYSC/UNILORIN/2023/101405,AN/23C/0023,ramoniokafor85@hotmail.com,23C,12-Aug-2023,Agriculture Faculty,COMPLETED
Agu Salisu,NYSC/FUTMINNA/2023/101420,ZA/23C/0024,salisu.agu@outlook.com,23C,18-Aug-2023,Computing Department,COMPLETED
Yusuf Chidi,NYSC/UNILORIN/2023/101425,DT/23C/0025,chidyusuf@outlook.com,23C,29-Sept-2023,Library,COMPLETED
Iwu Rasheed,NYSC/UNN/2023/101438,DT/23C/0026,rasheediwu51@outlook.com,23C,03-Aug-2023,Environmental Sciences,COMPLETED
Olawale Yusuf,NYSC/UI/2023/101450,NA/23C/0027,yusuolawale@outlook.com,23C,14-Sept-2023,Library,COMPLETED
Adesanya Chiamaka,NYSC/UNIBEN/2023/101453,CR/23C/0028,chiamaka.adesanya@yahoo.com,23C,27-Aug-2023,Computing Department,COMPLETED
Lawal Ramoni,NYSC/UNILAG/2023/101465,AN/23C/0029,ramolawal@hotmail.com,23C,13-Aug-2023,Agriculture Faculty,COMPLETED
Bankole Chinyere,NYSC/OAU/2023/101470,OS/23C/0030,chinyerebankole69@gmail.com,23C,26-Sept-2023,Computing Department,COMPLETED
Ojo Emeka,NYSC/LASU/2023/101473,SO/23C/0031,emekojo@outlook.com,23C,08-Sept-2023,Library,COMPLETED
Bankole Femi,NYSC/UNIMAID/2023/101488,NI/23C/0032,femibankole35@yahoo.com,23C,11-Aug-2023,Arts Faculty,COMPLETED
Danjuma Yakubu,NYSC/UNILAG/2023/101496,AE/23C/0033,yakudanjuma@yahoo.com,23C,24-Sept-2023,Library,COMPLETED
Atiku Kemi,NYSC/FUOYE/2023/101511,TA/23C/0034,kemi.atiku@hotmail.com,23C,31-Aug-2023,Science Faculty,COMPLETED
Okonkwo Obiageli,NYSC/NOUN/2023/101526,RS/23C/0035,obiageliokonkwo97@outlook.com,23C,07-Sept-2023,Social Sciences,COMPLETED
Oyelaran Adaeze,NYSC/UNICAL/2023/101536,KB/23C/0036,adaezeoyelaran60@outlook.com,23C,13-Sept-2023,Engineering Faculty,COMPLETED
Okonkwo Obinna,NYSC/FUTA/2023/101551,AB/23C/0037,obinna.okonkwo@yahoo.com,23C,30-Aug-2023,Medical Sciences,COMPLETED
Amaechi Amarachi,NYSC/UNILORIN/2023/101561,PL/23C/0038,amarachi.amaechi@gmail.com,23C,28-Sept-2023,Social Sciences,COMPLETED
Onyekwere Amina,NYSC/ABU/2023/101563,ZA/23C/0039,aminonyekwere@gmail.com,23C,14-Aug-2023,Arts Faculty,COMPLETED
Obi Olalekan,NYSC/UNIPORT/2023/101573,TA/23C/0040,olalobi@hotmail.com,23C,04-Aug-2023,Engineering Faculty,COMPLETED
Okonkwo Bolanle,NYSC/NOUN/2023/101581,OY/23C/0041,bolanle.okonkwo@gmail.com,23C,28-Aug-2023,Law Faculty,COMPLETED
Okafor Ifeanyi,NYSC/UNIMAID/2023/101593,EK/23C/0042,ifeaokafor@yahoo.com,23C,16-Sept-2023,Engineering Faculty,COMPLETED
Rabiu Amarachi,NYSC/NOUN/2023/101600,NA/23C/0043,amarachi.rabiu@gmail.com,23C,12-Aug-2023,Management Sciences,COMPLETED
Onwudiwe Odochi,NYSC/UNILAG/2023/101607,BY/23C/0044,odochi.onwudiwe@outlook.com,23C,16-Aug-2023,Engineering Faculty,COMPLETED
Iwu Nneka,NYSC/UNN/2023/101613,EB/23C/0045,nneka.iwu@hotmail.com,23C,05-Aug-2023,Engineering Faculty,COMPLETED
Adeniyi Emeka,NYSC/UNICAL/2023/101623,OS/23C/0046,emekadeniyi@yahoo.com,23C,14-Aug-2023,Library,COMPLETED
Salami Amina,NYSC/FUTA/2023/101637,TA/23C/0047,aminasalami74@outlook.com,23C,26-Sept-2023,Social Sciences,COMPLETED
Haruna Wale,NYSC/FUTA/2023/101648,KT/23C/0048,waleharuna@hotmail.com,23C,01-Sept-2023,Law Faculty,COMPLETED
Rabiu Yakubu,NYSC/FUOYE/2023/101654,YB/23C/0049,yakuburabiu53@yahoo.com,23C,12-Aug-2023,Library,COMPLETED
Adesanya Ramoni,NYSC/FUTA/2023/101663,BY/23C/0050,ramoniadesanya60@gmail.com,23C,05-Sept-2023,Library,COMPLETED
Nwofor Uchenna,NYSC/UNILORIN/2023/101666,RS/23C/0051,uchenwofor@gmail.com,23C,16-Sept-2023,Medical Sciences,COMPLETED
Sule Babatunde,NYSC/UNIBEN/2023/101670,KD/23C/0052,babatunde.sule@yahoo.com,23C,25-Sept-2023,Science Faculty,COMPLETED
Adeyemi Gbenga,NYSC/UNILORIN/2023/101676,BE/23C/0053,gbenadeyemi@yahoo.com,23C,08-Sept-2023,Library,COMPLETED
Adesanya Taiwo,NYSC/FUTA/2023/101680,FC/23C/0054,taiwoadesanya69@outlook.com,23C,24-Aug-2023,Management Sciences,COMPLETED
Ogbu Ifunanya,NYSC/UNIMAID/2023/101695,KW/23C/0055,ifunanya.ogbu@yahoo.com,23C,06-Sept-2023,Medical Sciences,COMPLETED
Bello Victor,NYSC/UI/2023/101699,OY/23C/0056,victorbello38@yahoo.com,23C,15-Aug-2023,Agriculture Faculty,COMPLETED
Orji Obiageli,NYSC/UI/2023/101709,GO/23C/0057,obiageli.orji@hotmail.com,23C,09-Aug-2023,Education Faculty,COMPLETED
Anyanwu Olalekan,NYSC/UNIBEN/2023/101718,ZA/23C/0058,olalekananyanwu10@gmail.com,23C,09-Aug-2023,Agriculture Faculty,COMPLETED
Adeleke Oyinkan,NYSC/UNILAG/2023/101729,EN/23C/0059,oyinadeleke@hotmail.com,23C,01-Sept-2023,Social Sciences,COMPLETED
Hassan Salisu,NYSC/UNILAG/2023/101730,LA/23C/0060,salihassan@gmail.com,23C,22-Sept-2023,Agriculture Faculty,COMPLETED
Fashola Ugochi,NYSC/UNN/2023/101741,KW/23C/0061,ugochifashola31@yahoo.com,23C,18-Aug-2023,Agriculture Faculty,COMPLETED
Obi Yusuf,NYSC/UNIPORT/2023/101748,KN/23C/0062,yusuobi@outlook.com,23C,22-Sept-2023,Environmental Sciences,COMPLETED
Babangida Chizaram,NYSC/NOUN/2023/101750,OD/23C/0063,chizbabangida@gmail.com,23C,01-Aug-2023,Management Sciences,COMPLETED
Orji Yusuf,NYSC/FUOYE/2023/101753,KG/23C/0064,yusuf.orji@gmail.com,23C,27-Sept-2023,Environmental Sciences,COMPLETED
Ogundimu Mohammed,NYSC/UNIBEN/2023/101765,AK/23C/0065,mohammedogundimu70@gmail.com,23C,02-Aug-2023,Science Faculty,COMPLETED
Ojo Olumide,NYSC/FUTA/2023/101775,EK/23C/0066,olumideojo73@hotmail.com,23C,18-Sept-2023,Arts Faculty,COMPLETED
Musa Hassan,NYSC/FUTMINNA/2023/101778,TA/23C/0067,hassanmusa56@yahoo.com,23C,08-Sept-2023,Engineering Faculty,COMPLETED
Ojo Okonkwo,NYSC/UNILAG/2023/101788,FC/23C/0068,okonkwoojo58@hotmail.com,23C,05-Sept-2023,Computing Department,COMPLETED
Anyanwu Ugochi,NYSC/OAU/2023/101795,KD/23C/0069,ugochianyanwu32@gmail.com,23C,10-Aug-2023,Environmental Sciences,COMPLETED
Obiora Tolulope,NYSC/FUOYE/2023/101807,KD/23C/0070,tolulopeobiora12@gmail.com,23C,24-Aug-2023,Medical Sciences,COMPLETED
Onwudiwe Chiamaka,NYSC/LASU/2023/101812,OD/23C/0071,chiamaka.onwudiwe@hotmail.com,23C,06-Aug-2023,Management Sciences,COMPLETED
Nzekwe Blessing,NYSC/UNILAG/2023/101821,KD/23C/0072,blesnzekwe@yahoo.com,23C,03-Sept-2023,Law Faculty,COMPLETED
Ogbonna Haruna,NYSC/UI/2023/101832,AN/23C/0073,haruna.ogbonna@outlook.com,23C,28-Aug-2023,Law Faculty,COMPLETED
Mbah Gbenga,NYSC/FUTMINNA/2023/101839,EK/23C/0074,gbengambah93@hotmail.com,23C,07-Aug-2023,Law Faculty,COMPLETED
Ojo Chukwuemeka,NYSC/NOUN/2023/101844,GO/23C/0075,chukwuemekaojo43@hotmail.com,23C,21-Aug-2023,Medical Sciences,COMPLETED
