"NYSC Corper Registry — Batch 26A | Lead City University, Ibadan",,,,,,,
Full Name,Call-Up Number,State Code,Email,Batch,Service Start Date,Deployment Unit,Status
Oyeleke Garba,NYSC/FUOYE/2026/107389,TA/26A/0034,garba.oyeleke@hotmail.com,26A,14-Mar-2026,Engineering Faculty,ACTIVE
Garba Tobi,NYSC/UNILORIN/2026/107401,DT/26A/0035,tobigarba@hotmail.com,26A,28-Feb-2026,Management Sciences,ACTIVE
Nwofor Babatunde,NYSC/UNICAL/2026/107412,AB/26A/0036,babatunde.nwofor@gmail.com,26A,07-Mar-2026,Science Faculty,ACTIVE
Nwosu Chidi,NYSC/NOUN/2026/107417,KN/26A/0037,chidi.nwosu@yahoo.com,26A,11-Feb-2026,Science Faculty,ACTIVE
Bankole Lawal,NYSC/UNILAG/2026/107421,DT/26A/0038,lawabankole@outlook.com,26A,16-Feb-2026,Science Faculty,ACTIVE
Adeleke Ugochukwu,NYSC/LASU/2026/107427,IM/26A/0039,ugochukwuadeleke19@gmail.com,26A,22-Feb-2026,Medical Sciences,ACTIVE
Chukwu Nkechi,NYSC/UNILAG/2026/107430,IM/26A/0040,nkechi.chukwu@outlook.com,26A,03-Mar-2026,Environmental Sciences,ACTIVE
Chima Oluwaseun,NYSC/LASU/2026/107431,BY/26A/0041,oluwaseunchima13@outlook.com,26A,04-Mar-2026,Arts Faculty,ACTIVE
Danjuma Ebunoluwa,NYSC/UI/2026/107437,SO/26A/0042,ebundanjuma@outlook.com,26A,22-Feb-2026,Medical Sciences,ACTIVE
Mbah Adeola,NYSC/UI/2026/107450,AB/26A/0043,adeombah@yahoo.com,26A,10-Feb-2026,Computing Department,ACTIVE
Nwofor Fatima,NYSC/FUTMINNA/2026/107458,KG/26A/0044,fatimanwofor25@hotmail.com,26A,13-Mar-2026,Social Sciences,ACTIVE
Fashola Olamide,NYSC/FUTMINNA/2026/107467,RS/26A/0045,olamidefashola76@hotmail.com,26A,13-Feb-2026,Medical Sciences,ACTIVE
Agu Wale,NYSC/BUK/2026/107477,AB/26A/0046,waleagu37@gmail.com,26A,16-Mar-2026,Education Faculty,ACTIVE
Obiora Ugochukwu,NYSC/FUTA/2026/107485,YB/26A/0047,ugochukwu.obiora@yahoo.com,26A,24-Mar-2026,Environmental Sciences,ACTIVE
Eze Chukwudi,NYSC/FUTA/2026/107486,BE/26A/0048,chukwudi.eze@gmail.com,26A,28-Feb-2026,Environmental Sciences,ACTIVE
Abubakar Chukwuemeka,NYSC/ABU/2026/107497,RS/26A/0049,chukabubakar@gmail.com,26A,18-Feb-2026,Medical Sciences,ACTIVE
Oyeleke Adaora,NYSC/FUTA/2026/107509,OD/26A/0050,adaooyeleke@yahoo.com,26A,13-Mar-2026,Social Sciences,ACTIVE
Lawal Kemi,NYSC/FUTA/2026/107516,RS/26A/0051,kemilawal@outlook.com,26A,09-Feb-2026,Environmental Sciences,ACTIVE
Danjuma Adaora,NYSC/BUK/2026/107529,AN/26A/0052,adaoradanjuma39@outlook.com,26A,09-Mar-2026,Agriculture Faculty,ACTIVE
Anyanwu Ebunoluwa,NYSC/BUK/2026/107537,KD/26A/0053,ebunanyanwu@outlook.com,26A,16-Mar-2026,Science Faculty,ACTIVE
Ezeh Adaeze,NYSC/UNIPORT/2026/107543,KG/26A/0054,adaezeezeh60@gmail.com,26A,06-Feb-2026,Management Sciences,ACTIVE
Yusuf Bamidele,NYSC/FUTMINNA/2026/107546,CR/26A/0055,bamideleyusuf7@hotmail.com,26A,15-Mar-2026,Arts Faculty,ACTIVE
Tanko Wale,NYSC/OAU/2026/107554,OS/26A/0056,waletanko@outlook.com,26A,07-Feb-2026,Engineering Faculty,ACTIVE
Mbah Mohammed,NYSC/UNIBEN/2026/107559,GO/26A/0057,mohambah@yahoo.com,26A,20-Mar-2026,Science Faculty,ACTIVE
Obiora Chidi,NYSC/FUTA/2026/107562,ED/26A/0058,chidi.obiora@gmail.com,26A,01-Feb-2026,Library,ACTIVE
Lawal Oluwakemi,NYSC/UNILORIN/2026/107572,CR/26A/0059,oluwakemi.lawal@hotmail.com,26A,08-Feb-2026,Science Faculty,ACTIVE
Anyanwu Nwanneka,NYSC/UI/2026/107579,CR/26A/0060,nwanneka.anyanwu@hotmail.com,26A,13-Mar-2026,Environmental Sciences,ACTIVE
Adesanya Olumide,NYSC/UNILORIN/2026/107582,IM/26A/0061,olumadesanya@gmail.com,26A,04-Mar-2026,Education Faculty,ACTIVE
Ojo Oluwafunmilayo,NYSC/UNN/2026/107593,KD/26A/0062,oluwafunmilayoojo55@yahoo.com,26A,02-Mar-2026,Education Faculty,ACTIVE
Adeyemi Uchenna,NYSC/UNIBEN/2026/107603,ED/26A/0063,uchennaadeyemi6@outlook.com,26A,19-Mar-2026,Computing Department,ACTIVE
Aliyu Adaeze,NYSC/UNILORIN/2026/107608,JG/26A/0064,adaealiyu@yahoo.com,26A,10-Feb-2026,Medical Sciences,ACTIVE
Agu Rasheed,NYSC/ABU/2026/107619,NI/26A/0065,rasheedagu51@gmail.com,26A,03-Mar-2026,Law Faculty,ACTIVE
Oyelaran Ifeoma,NYSC/FUOYE/2026/107630,AN/26A/0066,ifeoma.oyelaran@outlook.com,26A,02-Feb-2026,Environmental Sciences,ACTIVE
Okoro Abdullahi,NYSC/UNN/2026/107642,KW/26A/0067,abdullahi.okoro@hotmail.com,26A,12-Feb-2026,Education Faculty,ACTIVE
Amaechi Uchenna,NYSC/UNIBEN/2026/107657,EK/26A/0068,uchennaamaechi15@gmail.com,26A,21-Mar-2026,Environmental Sciences,ACTIVE
Nwosu Nnamdi,NYSC/FUOYE/2026/107667,AE/26A/0069,nnamdi.nwosu@hotmail.com,26A,17-Feb-2026,Science Faculty,ACTIVE
Bankole Bolanle,NYSC/UNILORIN/2026/107675,BY/26A/0070,bolabankole@gmail.com,26A,02-Feb-2026,Library,ACTIVE
Adekunle Tunde,NYSC/ABU/2026/107686,OG/26A/0071,tunde.adekunle@outlook.com,26A,16-Mar-2026,Engineering Faculty,ACTIVE
Orji Oluwaseyi,NYSC/UNILORIN/2026/107701,EB/26A/0072,oluworji@outlook.com,26A,08-Mar-2026,Environmental Sciences,ACTIVE
Nwankwo Ifeanyi,NYSC/NOUN/2026/107704,KG/26A/0073,ifeanyi.nwankwo@gmail.com,26A,04-Mar-2026,Science Faculty,ACTIVE
Abdullahi Okonkwo,NYSC/UNICAL/2026/107705,OY/26A/0074,okonkwo.abdullahi@outlook.com,26A,19-Feb-2026,Law Faculty,ACTIVE
Adesanya Oluwabunmi,NYSC/FUTA/2026/107714,YB/26A/0075,oluwabunmiadesanya70@gmail.com,26A,14-Mar-2026,Management Sciences,ACTIVE
