"NYSC Corper Registry — Batch 24B | Lead City University, Ibadan",,,,,,,
Full Name,Call-Up Number,State Code,Email,Batch,Service Start Date,Deployment Unit,Status
Ojo Adunola,NYSC/UNILORIN/2024/103252,KN/24B/0025,adunojo@gmail.com,24B,19-May-2024,Agriculture Faculty,COMPLETED
Olawale Chibuike,NYSC/UI/2024/103266,JG/24B/0026,chibuikeolawale59@hotmail.com,24B,12-May-2024,Social Sciences,COMPLETED
Chukwu Chiamaka,NYSC/FUTA/2024/103275,TA/24B/0027,chiachukwu@outlook.com,24B,29-May-2024,Medical Sciences,COMPLETED
Nwofor Nwanneka,NYSC/UNIPORT/2024/103285,GO/24B/0028,nwanneka.nwofor@hotmail.com,24B,17-May-2024,Computing Department,COMPLETED
Haruna Tolulope,NYSC/FUOYE/2024/103292,BY/24B/0029,tolulope.haruna@outlook.com,24B,19-May-2024,Management Sciences,COMPLETED
Agu Bolanle,NYSC/LASU/2024/103299,EK/24B/0030,bolanle.agu@outlook.com,24B,30-Jun-2024,Education Faculty,COMPLETED
Orji Musa,NYSC/UNICAL/2024/103310,EB/24B/0031,musa.orji@yahoo.com,24B,23-Jun-2024,Library,COMPLETED
Ezeh Adaobi,NYSC/UNN/2024/103324,EN/24B/0032,adaoezeh@gmail.com,24B,03-May-2024,Science Faculty,COMPLETED
Ajayi Amarachi,NYSC/UI/2024/103332,SO/24B/0033,amarachi.ajayi@yahoo.com,24B,18-Jun-2024,Education Faculty,COMPLETED
Atiku Babatunde,NYSC/UNIBEN/2024/103335,PL/24B/0034,babatunde.atiku@outlook.com,24B,14-Jun-2024,Agriculture Faculty,COMPLETED
Adeyemi Aliyu,NYSC/UNILORIN/2024/103343,LA/24B/0035,aliyu.adeyemi@gmail.com,24B,05-Jun-2024,Management Sciences,COMPLETED
Ogundimu Suleiman,NYSC/FUTMINNA/2024/103347,GO/24B/0036,suleogundimu@hotmail.com,24B,18-Jun-2024,Arts Faculty,COMPLETED
Iwu Kemi,NYSC/LASU/2024/103353,NA/24B/0037,kemiiwu@gmail.com,24B,18-May-2024,Environmental Sciences,COMPLETED
Oyeleke Chibuike,NYSC/UNILORIN/2024/103357,KD/24B/0038,chibuikeoyeleke61@gmail.com,24B,01-Jun-2024,Arts Faculty,COMPLETED
Ajayi Nnamdi,NYSC/FUTA/2024/103372,SO/24B/0039,nnamdi.ajayi@gmail.com,24B,14-May-2024,Law Faculty,COMPLETED
Lawal Ramoni,NYSC/FUOYE/2024/103377,NA/24B/0040,ramoni.lawal@outlook.com,24B,27-May-2024,Law Faculty,COMPLETED
Onyekwere Bolanle,NYSC/LASU/2024/103383,ZA/24B/0041,bolanle.onyekwere@outlook.com,24B,25-May-2024,Law Faculty,COMPLETED
Bello Adaeze,NYSC/FUOYE/2024/103388,IM/24B/0042,adaezebello10@gmail.com,24B,15-May-2024,Management Sciences,COMPLETED
Chima Chizaram,NYSC/NOUN/2024/103394,AK/24B/0043,chizaram.chima@hotmail.com,24B,12-May-2024,Law Faculty,COMPLETED
Adesanya Chinonso,NYSC/OAU/2024/103395,RS/24B/0044,chinonso.adesanya@yahoo.com,24B,29-Jun-2024,Social Sciences,COMPLETED
Abubakar Damilola,NYSC/NOUN/2024/103403,OY/24B/0045,damilola.abubakar@gmail.com,24B,11-Jun-2024,Agriculture Faculty,COMPLETED
Okonkwo Uchenna,NYSC/UNICAL/2024/103418,BY/24B/0046,ucheokonkwo@yahoo.com,24B,23-Jun-2024,Library,COMPLETED
Ezeh Emeka,NYSC/UNIMAID/2024/103419,FC/24B/0047,emekezeh@yahoo.com,24B,04-Jun-2024,Education Faculty,COMPLETED
Tanko Okonkwo,NYSC/FUTA/2024/103429,KG/24B/0048,okonkwotanko70@yahoo.com,24B,20-May-2024,Medical Sciences,COMPLETED
Obiora Nkechi,NYSC/UNILAG/2024/103436,ED/24B/0049,nkecobiora@hotmail.com,24B,01-May-2024,Engineering Faculty,COMPLETED
Mbah Olalekan,NYSC/UNILAG/2024/103451,ED/24B/0050,olalmbah@gmail.com,24B,24-May-2024,Management Sciences,COMPLETED
Nwofor Taiwo,NYSC/NOUN/2024/103458,IM/24B/0051,taiwnwofor@hotmail.com,24B,16-May-2024,Management Sciences,COMPLETED
Sule Bamidele,NYSC/UI/2024/103471,DT/24B/0052,bamidelesule9@yahoo.com,24B,08-May-2024,Management Sciences,COMPLETED
Adeniyi Adaobi,NYSC/UNIMAID/2024/103479,AK/24B/0053,adaoadeniyi@gmail.com,24B,02-May-2024,Social Sciences,COMPLETED
Sule Ikenna,NYSC/UNIPORT/2024/103481,AN/24B/0054,ikenna.sule@gmail.com,24B,01-Jun-2024,Library,COMPLETED
Okonkwo Chinwe,NYSC/FUTMINNA/2024/103487,SO/24B/0055,chinwe.okonkwo@gmail.com,24B,18-May-2024,Education Faculty,COMPLETED
Ogundimu Chioma,NYSC/UNILORIN/2024/103494,AE/24B/0056,chiomaogundimu2@gmail.com,24B,19-Jun-2024,Law Faculty,COMPLETED
Babangida Victor,NYSC/UNIPORT/2024/103498,EB/24B/0057,victorbabangida67@yahoo.com,24B,13-Jun-2024,Library,COMPLETED
Aliyu Chinyere,NYSC/UNN/2024/103513,OG/24B/0058,chinyerealiyu82@outlook.com,24B,26-Jun-2024,Law Faculty,COMPLETED
Ugwu Obioma,NYSC/UNICAL/2024/103527,AB/24B/0059,obiomaugwu42@gmail.com,24B,07-Jun-2024,Computing Department,COMPLETED
Adeyemi Obiageli,NYSC/UNIMAID/2024/103534,OG/24B/0060,obiageli.adeyemi@yahoo.com,24B,01-Jun-2024,Library,COMPLETED
Agu Adaobi,NYSC/UNIBEN/2024/103545,OS/24B/0061,adaobiagu90@gmail.com,24B,15-May-2024,Medical Sciences,COMPLETED
Olawale Yakubu,NYSC/UNILORIN/2024/103554,NA/24B/0062,yakubu.olawale@hotmail.com,24B,01-Jun-2024,Engineering Faculty,COMPLETED
Chima Chibuike,NYSC/UNIMAID/2024/103562,ZA/24B/0063,chibchima@outlook.com,24B,30-May-2024,Social Sciences,COMPLETED
Aliyu Okonkwo,NYSC/ABU/2024/103576,EK/24B/0064,okonkwo.aliyu@outlook.com,24B,19-Jun-2024,Education Faculty,COMPLETED
Anyanwu Haruna,NYSC/FUTMINNA/2024/103585,OY/24B/0065,haruna.anyanwu@yahoo.com,24B,03-Jun-2024,Environmental Sciences,COMPLETED
Obiora Damilola,NYSC/FUOYE/2024/103593,DT/24B/0066,damilola.obiora@outlook.com,24B,23-Jun-2024,Management Sciences,COMPLETED
Babangida Segun,NYSC/UNN/2024/103596,EB/24B/0067,segubabangida@hotmail.com,24B,01-Jun-2024,Education Faculty,COMPLETED
Danjuma Oluwatobiloba,NYSC/FUTMINNA/2024/103606,OS/24B/0068,oluwatobiloba.danjuma@gmail.com,24B,30-May-2024,Social Sciences,COMPLETED
Makinde Amina,NYSC/FUTMINNA/2024/103617,KT/24B/0069,aminmakinde@gmail.com,24B,05-May-2024,Library,COMPLETED
Ugwu Chioma,NYSC/UNN/2024/103622,YB/24B/0070,chioma.ugwu@yahoo.com,24B,03-Jun-2024,Science Faculty,COMPLETED
Fashola Mohammed,NYSC/UNN/2024/103626,KT/24B/0071,mohammed.fashola@outlook.com,24B,11-May-2024,Computing Department,COMPLETED
Nwosu Damilola,NYSC/FUOYE/2024/103629,TA/24B/0072,damilolanwosu69@hotmail.com,24B,05-Jun-2024,Computing Department,COMPLETED
Hassan Amarachi,NYSC/FUOYE/2024/103643,KG/24B/0073,amarhassan@hotmail.com,24B,29-Jun-2024,Environmental Sciences,COMPLETED
Adeniyi Kunle,NYSC/NOUN/2024/103648,NA/24B/0074,kunleadeniyi37@gmail.com,24B,01-May-2024,Engineering Faculty,COMPLETED
Ajayi Zainab,NYSC/UI/2024/103652,OY/24B/0075,zainabajayi13@gmail.com,24B,10-May-2024,Agriculture Faculty,COMPLETED
