"NYSC Corper Registry — Batch 24C | Lead City University, Ibadan",,,,,,,
Full Name,Call-Up Number,State Code,Email,Batch,Service Start Date,Deployment Unit,Status
Sule Adaeze,NYSC/UNICAL/2024/103814,KT/24C/0023,adaeze.sule@yahoo.com,24C,29-Sept-2024,Library,COMPLETED
Lawan Bamidele,NYSC/UNIPORT/2024/103828,FC/24C/0024,bamilawan@hotmail.com,24C,21-Aug-2024,Social Sciences,COMPLETED
Babangida Ezinne,NYSC/UNN/2024/103838,YB/24C/0025,ezinbabangida@hotmail.com,24C,03-Aug-2024,Education Faculty,COMPLETED
Abubakar Wale,NYSC/FUTA/2024/103845,EB/24C/0026,wale.abubakar@hotmail.com,24C,28-Aug-2024,Education Faculty,COMPLETED
Bello Babatunde,NYSC/UNIPORT/2024/103855,NI/24C/0027,babatundebello24@yahoo.com,24C,21-Aug-2024,Science Faculty,COMPLETED
Tanko Segun,NYSC/UNIPORT/2024/103856,EB/24C/0028,segun.tanko@outlook.com,24C,08-Aug-2024,Science Faculty,COMPLETED
Makinde Tolulope,NYSC/NOUN/2024/103864,OD/24C/0029,tolulope.makinde@yahoo.com,24C,28-Sept-2024,Library,COMPLETED
Obiora Adeola,NYSC/ABU/2024/103874,IM/24C/0030,adeoobiora@outlook.com,24C,19-Sept-2024,Arts Faculty,COMPLETED
Anyanwu Nnamdi,NYSC/ABU/2024/103879,AB/24C/0031,nnamdianyanwu80@outlook.com,24C,01-Sept-2024,Social Sciences,COMPLETED
Okonkwo Ebunoluwa,NYSC/UNICAL/2024/103887,SO/24C/0032,ebunoluwa.okonkwo@hotmail.com,24C,08-Sept-2024,Social Sciences,COMPLETED
Iwu Obiageli,NYSC/UNIBEN/2024/103888,BE/24C/0033,obiageli.iwu@yahoo.com,24C,24-Sept-2024,Arts Faculty,COMPLETED
Yusuf Oluwabunmi,NYSC/OAU/2024/103899,GO/24C/0034,oluwyusuf@yahoo.com,24C,19-Aug-2024,Engineering Faculty,COMPLETED
Fashola Hassan,NYSC/FUTMINNA/2024/103910,NI/24C/0035,hassanfashola99@outlook.com,24C,27-Sept-2024,Engineering Faculty,COMPLETED
Atiku Ifeanyi,NYSC/FUTA/2024/103924,EK/24C/0036,ifeaatiku@outlook.com,24C,27-Aug-2024,Education Faculty,COMPLETED
Adekunle Oluwatobiloba,NYSC/UNN/2024/103928,OS/24C/0037,oluwadekunle@hotmail.com,24C,24-Sept-2024,Environmental Sciences,COMPLETED
Ezeh Odochi,NYSC/UNIMAID/2024/103933,AN/24C/0038,odocezeh@yahoo.com,24C,19-Aug-2024,Agriculture Faculty,COMPLETED
Nwosu Oluwakemi,NYSC/UNN/2024/103934,NI/24C/0039,oluwakemi.nwosu@yahoo.com,24C,22-Aug-2024,Library,COMPLETED
Ugwu Tolulope,NYSC/UNILORIN/2024/103943,LA/24C/0040,tolulopeugwu33@gmail.com,24C,02-Sept-2024,Library,COMPLETED
Usman Chukwuemeka,NYSC/FUOYE/2024/103949,GO/24C/0041,chukwuemekausman23@yahoo.com,24C,29-Sept-2024,Management Sciences,COMPLETED
Babangida Ramoni,NYSC/UNIMAID/2024/103957,AN/24C/0042,ramonibabangida69@outlook.com,24C,29-Sept-2024,Arts Faculty,COMPLETED
Yusuf Wale,NYSC/UNILAG/2024/103958,FC/24C/0043,waleyusuf46@gmail.com,24C,23-Sept-2024,Social Sciences,COMPLETED
Ogbonna Haruna,NYSC/LASU/2024/103964,KD/24C/0044,haruogbonna@outlook.com,24C,03-Aug-2024,Environmental Sciences,COMPLETED
Orji Blessing,NYSC/FUTMINNA/2024/103971,CR/24C/0045,blessing.orji@outlook.com,24C,24-Aug-2024,Education Faculty,COMPLETED
Obi Adaora,NYSC/UNILAG/2024/103972,NA/24C/0046,adaoobi@hotmail.com,24C,25-Sept-2024,Education Faculty,COMPLETED
Bello Chinyere,NYSC/ABU/2024/103977,KW/24C/0047,chinyere.bello@gmail.com,24C,20-Aug-2024,Social Sciences,COMPLETED
Obi Ugochukwu,NYSC/UNIPORT/2024/103978,GO/24C/0048,ugocobi@gmail.com,24C,18-Sept-2024,Engineering Faculty,COMPLETED
Nzekwe Rotimi,NYSC/UNILORIN/2024/103989,EB/24C/0049,rotinzekwe@hotmail.com,24C,08-Aug-2024,Law Faculty,COMPLETED
Iwu Abdullahi,NYSC/UNILAG/2024/103992,AB/24C/0050,abdullahiiwu27@outlook.com,24C,10-Aug-2024,Environmental Sciences,COMPLETED
Nwofor Ikenna,NYSC/OAU/2024/104004,IM/24C/0051,ikenna.nwofor@outlook.com,24C,02-Aug-2024,Law Faculty,COMPLETED
Abubakar Bolanle,NYSC/NOUN/2024/104019,KW/24C/0052,bolaabubakar@yahoo.com,24C,08-Sept-2024,Engineering Faculty,COMPLETED
Adeniyi Nnamdi,NYSC/FUTA/2024/104029,JG/24C/0053,nnamadeniyi@hotmail.com,24C,09-Aug-2024,Medical Sciences,COMPLETED
Ogbu Oluwatobiloba,NYSC/UNIPORT/2024/104043,KW/24C/0054,oluwatobiloba.ogbu@hotmail.com,24C,25-Sept-2024,Law Faculty,COMPLETED
Makinde Nkechi,NYSC/LASU/2024/104053,KN/24C/0055,nkechi.makinde@outlook.com,24C,05-Aug-2024,Library,COMPLETED
Mbah Lawal,NYSC/LASU/2024/104055,NI/24C/0056,lawalmbah78@yahoo.com,24C,22-Sept-2024,Law Faculty,COMPLETED
Nzekwe Chiamaka,NYSC/FUTA/2024/104068,EK/24C/0057,chianzekwe@yahoo.com,24C,16-Aug-2024,Agriculture Faculty,COMPLETED
Igwe Nwanneka,NYSC/FUOYE/2024/104071,EK/24C/0058,nwanneka.igwe@hotmail.com,24C,12-Sept-2024,Social Sciences,COMPLETED
Lawan Victor,NYSC/UNIPORT/2024/104073,AB/24C/0059,victorlawan57@yahoo.com,24C,05-Aug-2024,Medical Sciences,COMPLETED
Rabiu Ugochukwu,NYSC/UNIMAID/2024/104075,FC/24C/0060,ugocrabiu@yahoo.com,24C,27-Sept-2024,Computing Department,COMPLETED
Bello Chukwuemeka,NYSC/UNIPORT/2024/104086,EN/24C/0061,chukwuemeka.bello@outlook.com,24C,13-Sept-2024,Agriculture Faculty,COMPLETED
Yusuf Gbenga,NYSC/FUTMINNA/2024/104092,KG/24C/0062,gbengayusuf79@hotmail.com,24C,04-Aug-2024,Science Faculty,COMPLETED
Abubakar Damilola,NYSC/FUTMINNA/2024/104107,LA/24C/0063,damiabubakar@hotmail.com,24C,07-Sept-2024,Science Faculty,COMPLETED
Rabiu Aliyu,NYSC/NOUN/2024/104118,KN/24C/0064,aliyu.rabiu@yahoo.com,24C,13-Aug-2024,Management Sciences,COMPLETED
Amaechi Kunle,NYSC/FUTA/2024/104125,EN/24C/0065,kunlamaechi@gmail.com,24C,02-Aug-2024,Computing Department,COMPLETED
Oyeleke Olalekan,NYSC/OAU/2024/104137,AN/24C/0066,olalekanoyeleke59@hotmail.com,24C,02-Sept-2024,Arts Faculty,COMPLETED
Igwe Olamide,NYSC/UNICAL/2024/104146,JG/24C/0067,olamigwe@hotmail.com,24C,16-Aug-2024,Arts Faculty,COMPLETED
Hassan Suleiman,NYSC/FUTMINNA/2024/104155,ZA/24C/0068,suleiman.hassan@gmail.com,24C,07-Sept-2024,Engineering Faculty,COMPLETED
Bello Yusuf,NYSC/UI/2024/104167,YB/24C/0069,yusufbello67@gmail.com,24C,10-Sept-2024,Education Faculty,COMPLETED
Chukwu Obioma,NYSC/FUTA/2024/104178,ZA/24C/0070,obiomachukwu44@gmail.com,24C,02-Sept-2024,Environmental Sciences,COMPLETED
Abdullahi Oluwabunmi,NYSC/FUTMINNA/2024/104186,KT/24C/0071,oluwabdullahi@outlook.com,24C,20-Sept-2024,Law Faculty,COMPLETED
Ogundimu Amina,NYSC/UNIBEN/2024/104191,IM/24C/0072,aminaogundimu95@gmail.com,24C,06-Aug-2024,Computing Department,COMPLETED
Iwu Chioma,NYSC/ABU/2024/104200,RS/24C/0073,chioiwu@gmail.com,24C,08-Aug-2024,Environmental Sciences,COMPLETED
Obiora Adaora,NYSC/FUTMINNA/2024/104203,NA/24C/0074,adaora.obiora@outlook.com,24C,21-Sept-2024,Arts Faculty,COMPLETED
Agu Emeka,NYSC/ABU/2024/104217,OD/24C/0075,emeka.agu@yahoo.com,24C,12-Sept-2024,Environmental Sciences,COMPLETED
