"NYSC Corper Registry — Batch 26B | Lead City University, Ibadan",,,,,,,
Full Name,Call-Up Number,State Code,Email,Batch,Service Start Date,Deployment Unit,Status
Nwankwo Ugochukwu,NYSC/UNIBEN/2026/107856,FC/26B/0021,ugochukwu.nwankwo@yahoo.com,26B,13-Jun-2026,Agriculture Faculty,ACTIVE
Eze Adunola,NYSC/FUTMINNA/2026/107870,CR/26B/0022,aduneze@gmail.com,26B,05-May-2026,Science Faculty,ACTIVE
Obi Chinyere,NYSC/OAU/2026/107874,KT/26B/0023,chinyereobi37@yahoo.com,26B,08-Jun-2026,Computing Department,ACTIVE
Hassan Femi,NYSC/UNIMAID/2026/107880,KB/26B/0024,femihassan21@outlook.com,26B,29-Jun-2026,Law Faculty,ACTIVE
Nwosu Adaora,NYSC/UNILORIN/2026/107895,KW/26B/0025,adaonwosu@gmail.com,26B,16-Jun-2026,Medical Sciences,ACTIVE
Musa Chizaram,NYSC/UNICAL/2026/107902,EK/26B/0026,chizmusa@gmail.com,26B,31-May-2026,Environmental Sciences,ACTIVE
Nwankwo Wale,NYSC/UI/2026/107911,FC/26B/0027,walenwankwo32@outlook.com,26B,15-May-2026,Social Sciences,ACTIVE
Usman Ezinne,NYSC/UNIPORT/2026/107917,CR/26B/0028,ezinusman@outlook.com,26B,02-Jun-2026,Library,ACTIVE
Mbah Kunle,NYSC/UNIPORT/2026/107932,BY/26B/0029,kunlembah73@yahoo.com,26B,13-Jun-2026,Management Sciences,ACTIVE
Oyelaran Aisha,NYSC/FUOYE/2026/107943,DT/26B/0030,aishoyelaran@hotmail.com,26B,10-May-2026,Medical Sciences,ACTIVE
Onyekwere Nnamdi,NYSC/UNIPORT/2026/107951,AE/26B/0031,nnamonyekwere@outlook.com,26B,15-Jun-2026,Engineering Faculty,ACTIVE
Lawal Ezinne,NYSC/UNIBEN/2026/107959,AN/26B/0032,ezinne.lawal@gmail.com,26B,02-Jun-2026,Management Sciences,ACTIVE
Atiku Uchenna,NYSC/ABU/2026/107968,JG/26B/0033,uchennaatiku92@outlook.com,26B,27-Jun-2026,Management Sciences,ACTIVE
Nwachukwu Ogechi,NYSC/OAU/2026/107983,OG/26B/0034,ogecnwachukwu@hotmail.com,26B,23-Jun-2026,Library,ACTIVE
Salami Nwanneka,NYSC/OAU/2026/107988,AE/26B/0035,nwannekasalami76@outlook.com,26B,21-May-2026,Arts Faculty,ACTIVE
Iwu Chidera,NYSC/UNICAL/2026/107991,KW/26B/0036,chideraiwu44@gmail.com,26B,21-May-2026,Law Faculty,ACTIVE
Bello Segun,NYSC/UNILORIN/2026/107997,OG/26B/0037,segunbello74@outlook.com,26B,19-May-2026,Management Sciences,ACTIVE
Iwu Ikenna,NYSC/UNIPORT/2026/107999,SO/26B/0038,ikenna.iwu@yahoo.com,26B,12-Jun-2026,Social Sciences,ACTIVE
Adekunle Tunde,NYSC/LASU/2026/108002,TA/26B/0039,tundeadekunle70@yahoo.com,26B,23-Jun-2026,Engineering Faculty,ACTIVE
Adekunle Amarachi,NYSC/BUK/2026/108003,DT/26B/0040,amarachiadekunle67@yahoo.com,26B,28-Jun-2026,Library,ACTIVE
Adegoke Obinna,NYSC/BUK/2026/108015,NA/26B/0041,obinadegoke@outlook.com,26B,12-Jun-2026,Education Faculty,ACTIVE
Haruna Yusuf,NYSC/FUOYE/2026/108021,EK/26B/0042,yusuharuna@gmail.com,26B,14-Jun-2026,Arts Faculty,ACTIVE
Oyeleke Emeka,NYSC/FUOYE/2026/108036,KW/26B/0043,emeka.oyeleke@gmail.com,26B,07-Jun-2026,Social Sciences,ACTIVE
Onyekwere Chidi,NYSC/UNIMAID/2026/108050,RS/26B/0044,chidi.onyekwere@hotmail.com,26B,13-May-2026,Arts Faculty,ACTIVE
Ugwu Blessing,NYSC/BUK/2026/108065,LA/26B/0045,blessing.ugwu@hotmail.com,26B,27-May-2026,Science Faculty,ACTIVE
Rabiu Bamidele,NYSC/FUTMINNA/2026/108070,CR/26B/0046,bamirabiu@outlook.com,26B,01-Jun-2026,Education Faculty,ACTIVE
Ojo Nnamdi,NYSC/UNIMAID/2026/108083,JG/26B/0047,nnamdiojo29@gmail.com,26B,29-May-2026,Law Faculty,ACTIVE
Atiku Adeola,NYSC/LASU/2026/108087,AB/26B/0048,adeoatiku@outlook.com,26B,26-May-2026,Education Faculty,ACTIVE
Lawan Nwanneka,NYSC/UNICAL/2026/108090,KT/26B/0049,nwanneka.lawan@outlook.com,26B,05-Jun-2026,Engineering Faculty,ACTIVE
Ajayi Nkechi,NYSC/NOUN/2026/108096,KT/26B/0050,nkechiajayi52@outlook.com,26B,01-Jun-2026,Education Faculty,ACTIVE
Eze Ogechi,NYSC/UNIPORT/2026/108100,ED/26B/0051,ogeceze@yahoo.com,26B,08-May-2026,Management Sciences,ACTIVE
Abdullahi Bamidele,NYSC/UNILAG/2026/108110,AN/26B/0052,bamideleabdullahi49@gmail.com,26B,19-Jun-2026,Library,ACTIVE
Abubakar Ifeanyi,NYSC/UNILORIN/2026/108119,YB/26B/0053,ifeanyiabubakar21@hotmail.com,26B,21-Jun-2026,Medical Sciences,ACTIVE
Abdullahi Amarachi,NYSC/UNILORIN/2026/108134,KT/26B/0054,amarabdullahi@gmail.com,26B,07-May-2026,Agriculture Faculty,ACTIVE
Eze Olalekan,NYSC/FUTA/2026/108141,IM/26B/0055,olalekaneze30@yahoo.com,26B,17-Jun-2026,Law Faculty,ACTIVE
Nwosu Haruna,NYSC/UI/2026/108155,AN/26B/0056,haruna.nwosu@gmail.com,26B,17-Jun-2026,Science Faculty,ACTIVE
Obiora Isioma,NYSC/NOUN/2026/108164,KW/26B/0057,isiomaobiora42@hotmail.com,26B,18-May-2026,Social Sciences,ACTIVE
Oyelaran Tunde,NYSC/NOUN/2026/108168,PL/26B/0058,tundoyelaran@hotmail.com,26B,18-May-2026,Law Faculty,ACTIVE
Nwofor Oluwatobiloba,NYSC/UNILAG/2026/108173,KD/26B/0059,oluwatobiloba.nwofor@hotmail.com,26B,06-Jun-2026,Education Faculty,ACTIVE
Adeniyi Oyinkan,NYSC/UNIMAID/2026/108180,KB/26B/0060,oyinkan.adeniyi@gmail.com,26B,21-Jun-2026,Environmental Sciences,ACTIVE
Ogbonna Tunde,NYSC/UNIMAID/2026/108182,BE/26B/0061,tundogbonna@hotmail.com,26B,23-Jun-2026,Environmental Sciences,ACTIVE
Okoro Rasheed,NYSC/UNIMAID/2026/108191,OS/26B/0062,rasheed.okoro@hotmail.com,26B,21-May-2026,Law Faculty,ACTIVE
Hassan Okonkwo,NYSC/UI/2026/108201,LA/26B/0063,okonkwohassan97@hotmail.com,26B,11-Jun-2026,Library,ACTIVE
Mbah Adaeze,NYSC/OAU/2026/108207,TA/26B/0064,adaeze.mbah@hotmail.com,26B,18-Jun-2026,Science Faculty,ACTIVE
Adegoke Wale,NYSC/UNILORIN/2026/108210,IM/26B/0065,wale.adegoke@gmail.com,26B,10-Jun-2026,Education Faculty,ACTIVE
Salami Olalekan,NYSC/NOUN/2026/108219,KT/26B/0066,olalsalami@outlook.com,26B,29-Jun-2026,Engineering Faculty,ACTIVE
Nzekwe Suleiman,NYSC/LASU/2026/108230,KB/26B/0067,sulenzekwe@outlook.com,26B,08-Jun-2026,Arts Faculty,ACTIVE
Adekunle Adaeze,NYSC/ABU/2026/108238,GO/26B/0068,adaeze.adekunle@hotmail.com,26B,10-May-2026,Arts Faculty,ACTIVE
Okonkwo Chukwuemeka,NYSC/UNILORIN/2026/108240,EB/26B/0069,chukwuemeka.okonkwo@gmail.com,26B,04-May-2026,Library,ACTIVE
Aliyu Okonkwo,NYSC/FUTMINNA/2026/108248,EK/26B/0070,okonkwoaliyu45@gmail.com,26B,19-May-2026,Computing Department,ACTIVE
Okonkwo Tobi,NYSC/NOUN/2026/108263,KB/26B/0071,tobiokonkwo@gmail.com,26B,14-May-2026,Law Faculty,ACTIVE
Nwachukwu Nkechi,NYSC/NOUN/2026/108266,AN/26B/0072,nkechi.nwachukwu@outlook.com,26B,01-May-2026,Medical Sciences,ACTIVE
Obi Zainab,NYSC/ABU/2026/108270,EN/26B/0073,zainab.obi@hotmail.com,26B,09-May-2026,Arts Faculty,ACTIVE
Atiku Dauda,NYSC/FUOYE/2026/108283,PL/26B/0074,daudaatiku31@hotmail.com,26B,15-Jun-2026,Law Faculty,ACTIVE
Ajayi Uchechi,NYSC/OAU/2026/108289,YB/26B/0075,uchechiajayi22@outlook.com,26B,05-Jun-2026,Environmental Sciences,ACTIVE
