"NYSC Corper Registry — Batch 23A | Lead City University, Ibadan",,,,,,,
Full Name,Call-Up Number,State Code,Email,Batch,Service Start Date,Deployment Unit,Status
Olawale Oluwafunmilayo,NYSC/NOUN/2023/100256,TA/23A/0034,oluwafunmilayo.olawale@outlook.com,23A,10-Mar-2023,Computing Department,COMPLETED
Oyeleke Chiamaka,NYSC/FUOYE/2023/100257,JG/23A/0035,chiamaka.oyeleke@gmail.com,23A,18-Mar-2023,Management Sciences,COMPLETED
Onyekwere Wale,NYSC/BUK/2023/100258,KB/23A/0036,waleonyekwere@gmail.com,23A,20-Feb-2023,Science Faculty,COMPLETED
Hassan Obioma,NYSC/NOUN/2023/100263,FC/23A/0037,obiomahassan71@yahoo.com,23A,15-Mar-2023,Library,COMPLETED
Fashola Ezinne,NYSC/NOUN/2023/100274,ED/23A/0038,ezinnefashola39@outlook.com,23A,23-Mar-2023,Agriculture Faculty,COMPLETED
Nzekwe Chizaram,NYSC/UNIPORT/2023/100284,NI/23A/0039,chiznzekwe@yahoo.com,23A,06-Feb-2023,Education Faculty,COMPLETED
Abdullahi Adeola,NYSC/UNICAL/2023/100293,OD/23A/0040,adeola.abdullahi@outlook.com,23A,03-Feb-2023,Computing Department,COMPLETED
Chukwu Bamidele,NYSC/BUK/2023/100301,NI/23A/0041,bamidelechukwu92@hotmail.com,23A,16-Feb-2023,Computing Department,COMPLETED
Okonkwo Hassan,NYSC/BUK/2023/100312,KW/23A/0042,hassokonkwo@gmail.com,23A,16-Feb-2023,Social Sciences,COMPLETED
Salami Chukwudi,NYSC/FUOYE/2023/100314,NI/23A/0043,chuksalami@yahoo.com,23A,28-Mar-2023,Education Faculty,COMPLETED
Nwofor Nkechi,NYSC/UNIMAID/2023/100322,AK/23A/0044,nkecnwofor@gmail.com,23A,19-Feb-2023,Computing Department,COMPLETED
Ajayi Femi,NYSC/OAU/2023/100327,ZA/23A/0045,femiajayi@yahoo.com,23A,14-Feb-2023,Arts Faculty,COMPLETED
Abdullahi Bello,NYSC/UNIPORT/2023/100334,ZA/23A/0046,bellabdullahi@hotmail.com,23A,17-Mar-2023,Management Sciences,COMPLETED
Rabiu Oluwabunmi,NYSC/UNILAG/2023/100348,PL/23A/0047,oluwrabiu@hotmail.com,23A,20-Mar-2023,Medical Sciences,COMPLETED
Haruna Isioma,NYSC/UNICAL/2023/100357,SO/23A/0048,isiomaharuna63@gmail.com,23A,15-Mar-2023,Law Faculty,COMPLETED
Ogbonna Kemi,NYSC/ABU/2023/100370,NI/23A/0049,kemiogbonna@gmail.com,23A,28-Feb-2023,Environmental Sciences,COMPLETED
Anyanwu Adaeze,NYSC/UI/2023/100384,OS/23A/0050,adaezeanyanwu28@hotmail.com,23A,21-Mar-2023,Management Sciences,COMPLETED
Danjuma Chinwe,NYSC/UNIMAID/2023/100389,OD/23A/0051,chindanjuma@gmail.com,23A,03-Feb-2023,Engineering Faculty,COMPLETED
Onyekwere Obiageli,NYSC/ABU/2023/100390,OY/23A/0052,obiagelionyekwere61@gmail.com,23A,17-Mar-2023,Social Sciences,COMPLETED
Ogbonna Amarachi,NYSC/LASU/2023/100403,AB/23A/0053,amarogbonna@outlook.com,23A,16-Mar-2023,Law Faculty,COMPLETED
Onyekwere Adannaya,NYSC/UNICAL/2023/100410,EK/23A/0054,adannayaonyekwere88@gmail.com,23A,07-Mar-2023,Science Faculty,COMPLETED
Adeleke Amarachi,NYSC/FUOYE/2023/100421,TA/23A/0055,amarachiadeleke63@gmail.com,23A,13-Mar-2023,Engineering Faculty,COMPLETED
Obiora Obinna,NYSC/LASU/2023/100429,KG/23A/0056,obinnaobiora79@hotmail.com,23A,25-Mar-2023,Library,COMPLETED
Nzekwe Suleiman,NYSC/OAU/2023/100439,CR/23A/0057,suleimannzekwe32@hotmail.com,23A,02-Feb-2023,Law Faculty,COMPLETED
Anyanwu Chinyere,NYSC/UNILORIN/2023/100453,SO/23A/0058,chinanyanwu@outlook.com,23A,01-Feb-2023,Medical Sciences,COMPLETED
Adesanya Yusuf,NYSC/UNIMAID/2023/100457,KT/23A/0059,yusufadesanya89@hotmail.com,23A,23-Mar-2023,Agriculture Faculty,COMPLETED
Haruna Halima,NYSC/UNICAL/2023/100459,KN/23A/0060,haliharuna@hotmail.com,23A,08-Mar-2023,Law Faculty,COMPLETED
Tanko Oluwatobiloba,NYSC/FUTA/2023/100465,AK/23A/0061,oluwatobiloba.tanko@yahoo.com,23A,20-Mar-2023,Law Faculty,COMPLETED
Anyanwu Hassan,NYSC/UNILORIN/2023/100478,EB/23A/0062,hassan.anyanwu@hotmail.com,23A,19-Feb-2023,Library,COMPLETED
Yusuf Segun,NYSC/ABU/2023/100484,LA/23A/0063,seguyusuf@yahoo.com,23A,28-Mar-2023,Law Faculty,COMPLETED
Adeyemi Chiamaka,NYSC/UNIMAID/2023/100492,DT/23A/0064,chiamakaadeyemi44@yahoo.com,23A,28-Mar-2023,Education Faculty,COMPLETED
Nwosu Ifeanyi,NYSC/OAU/2023/100494,SO/23A/0065,ifeanyi.nwosu@gmail.com,23A,16-Feb-2023,Environmental Sciences,COMPLETED
Haruna Chinwe,NYSC/NOUN/2023/100503,YB/23A/0066,chinharuna@outlook.com,23A,12-Mar-2023,Education Faculty,COMPLETED
Lawal Victor,NYSC/UNILORIN/2023/100513,BE/23A/0067,victlawal@yahoo.com,23A,05-Feb-2023,Law Faculty,COMPLETED
Adeniyi Bello,NYSC/FUTA/2023/100514,PL/23A/0068,bello.adeniyi@yahoo.com,23A,16-Mar-2023,Engineering Faculty,COMPLETED
Onyekwere Nkechi,NYSC/UNN/2023/100529,KG/23A/0069,nkechi.onyekwere@yahoo.com,23A,05-Feb-2023,Agriculture Faculty,COMPLETED
Bankole Uchechi,NYSC/UNN/2023/100532,NA/23A/0070,uchebankole@outlook.com,23A,07-Mar-2023,Education Faculty,COMPLETED
Eze Yusuf,NYSC/FUOYE/2023/100540,KG/23A/0071,yusueze@yahoo.com,23A,26-Mar-2023,Environmental Sciences,COMPLETED
Ibrahim Adaora,NYSC/UNIBEN/2023/100550,AK/23A/0072,adaora.ibrahim@hotmail.com,23A,10-Mar-2023,Arts Faculty,COMPLETED
Obi Olalekan,NYSC/FUTMINNA/2023/100561,PL/23A/0073,olalekanobi42@gmail.com,23A,27-Feb-2023,Management Sciences,COMPLETED
Nwosu Ikenna,NYSC/UNIPORT/2023/100569,OG/23A/0074,ikennanwosu33@outlook.com,23A,28-Mar-2023,Science Faculty,COMPLETED
Ogbu Chukwuemeka,NYSC/UNIBEN/2023/100583,KT/23A/0075,chukwuemeka.ogbu@outlook.com,23A,14-Feb-2023,Social Sciences,COMPLETED
