"NYSC Corper Registry — Batch 23B | Lead City University, Ibadan",,,,,,,
Full Name,Call-Up Number,State Code,Email,Batch,Service Start Date,Deployment Unit,Status
Ogbu Dauda,NYSC/NOUN/2023/101040,DT/23B/0057,daudaogbu21@yahoo.com,23B,04-May-2023,Agriculture Faculty,COMPLETED
Nwachukwu Amarachi,NYSC/UNN/2023/101048,YB/23B/0058,amarachinwachukwu98@yahoo.com,23B,27-Jun-2023,Law Faculty,COMPLETED
Obi Ugochi,NYSC/UNIPORT/2023/101051,BY/23B/0059,ugocobi@hotmail.com,23B,24-May-2023,Medical Sciences,COMPLETED
Obi Yusuf,NYSC/UNILAG/2023/101058,BY/23B/0060,yusuf.obi@gmail.com,23B,03-May-2023,Medical Sciences,COMPLETED
Salami Ramoni,NYSC/UNIPORT/2023/101073,PL/23B/0061,ramoni.salami@gmail.com,23B,23-Jun-2023,Environmental Sciences,COMPLETED
Atiku Oluwaseyi,NYSC/FUTA/2023/101082,AB/23B/0062,oluwaseyiatiku16@gmail.com,23B,10-Jun-2023,Social Sciences,COMPLETED
Adeleke Chukwudi,NYSC/UNIMAID/2023/101092,AB/23B/0063,chukwudiadeleke81@yahoo.com,23B,28-May-2023,Environmental Sciences,COMPLETED
Adesanya Adunola,NYSC/LASU/2023/101102,KT/23B/0064,adunadesanya@gmail.com,23B,04-Jun-2023,Computing Department,COMPLETED
Ibrahim Garba,NYSC/UNIMAID/2023/101115,KD/23B/0065,garbaibrahim48@outlook.com,23B,20-Jun-2023,Engineering Faculty,COMPLETED
Nwachukwu Ibrahim,NYSC/ABU/2023/101121,GO/23B/0066,ibranwachukwu@yahoo.com,23B,30-May-2023,Engineering Faculty,COMPLETED
Anyanwu Nnamdi,NYSC/OAU/2023/101129,AN/23B/0067,nnamdi.anyanwu@hotmail.com,23B,20-Jun-2023,Library,COMPLETED
Ajayi Ngozi,NYSC/NOUN/2023/101144,ED/23B/0068,ngoziajayi33@gmail.com,23B,23-May-2023,Agriculture Faculty,COMPLETED
Abdullahi Babatunde,NYSC/UNN/2023/101157,AK/23B/0069,babatundeabdullahi52@hotmail.com,23B,12-May-2023,Medical Sciences,COMPLETED
Obi Ifunanya,NYSC/UI/2023/101169,YB/23B/0070,ifunobi@yahoo.com,23B,19-May-2023,Science Faculty,COMPLETED
Nzekwe Yusuf,NYSC/FUTA/2023/101171,DT/23B/0071,yusufnzekwe22@hotmail.com,23B,03-May-2023,Education Faculty,COMPLETED
Oyeleke Adunola,NYSC/UNIBEN/2023/101185,AK/23B/0072,adunola.oyeleke@hotmail.com,23B,24-Jun-2023,Science Faculty,COMPLETED
Babangida Dauda,NYSC/OAU/2023/101196,AN/23B/0073,daudbabangida@gmail.com,23B,10-May-2023,Social Sciences,COMPLETED
Obi Amarachi,NYSC/OAU/2023/101204,NA/23B/0074,amarachiobi68@outlook.com,23B,11-Jun-2023,Environmental Sciences,COMPLETED
Nwosu Usman,NYSC/UNIMAID/2023/101208,AE/23B/0075,usmannwosu72@gmail.com,23B,15-Jun-2023,Agriculture Faculty,COMPLETED
