"NYSC Corper Registry — Batch 25C | Lead City University, Ibadan",,,,,,,
Full Name,Call-Up Number,State Code,Email,Batch,Service Start Date,Deployment Unit,Status
Ogundimu Obioma,NYSC/ABU/2025/106405,AB/25C/0045,obioogundimu@yahoo.com,25C,19-Sept-2025,Agriculture Faculty,ACTIVE
Agu Ifeanyi,NYSC/NOUN/2025/106415,KD/25C/0046,ifeanyi.agu@hotmail.com,25C,19-Aug-2025,Computing Department,ACTIVE
Agu Blessing,NYSC/UNN/2025/106417,EB/25C/0047,blesagu@hotmail.com,25C,17-Sept-2025,Environmental Sciences,ACTIVE
Garba Amina,NYSC/BUK/2025/106422,KD/25C/0048,amina.garba@outlook.com,25C,26-Aug-2025,Medical Sciences,ACTIVE
Ajayi Chukwudi,NYSC/FUTA/2025/106431,EN/25C/0049,chukajayi@yahoo.com,25C,19-Aug-2025,Social Sciences,ACTIVE
Babangida Obioma,NYSC/FUTA/2025/106443,FC/25C/0050,obiomababangida36@hotmail.com,25C,19-Aug-2025,Agriculture Faculty,ACTIVE
Abdullahi Amina,NYSC/UNILORIN/2025/106450,EN/25C/0051,aminaabdullahi90@gmail.com,25C,16-Sept-2025,Library,ACTIVE
Aliyu Adeola,NYSC/NOUN/2025/106455,OY/25C/0052,adeolaaliyu87@hotmail.com,25C,26-Aug-2025,Medical Sciences,ACTIVE
Bankole Oluwaseyi,NYSC/UNILORIN/2025/106464,DT/25C/0053,oluwbankole@outlook.com,25C,25-Sept-2025,Library,ACTIVE
Yusuf Obinna,NYSC/LASU/2025/106465,NI/25C/0054,obinna.yusuf@yahoo.com,25C,14-Aug-2025,Environmental Sciences,ACTIVE
Onyekwere Ezinne,NYSC/FUTMINNA/2025/106478,LA/25C/0055,ezinneonyekwere87@yahoo.com,25C,13-Sept-2025,Library,ACTIVE
Lawal Amina,NYSC/UNIMAID/2025/106481,JG/25C/0056,amina.lawal@gmail.com,25C,10-Sept-2025,Arts Faculty,ACTIVE
Babangida Obiageli,NYSC/UNICAL/2025/106488,AB/25C/0057,obiababangida@hotmail.com,25C,20-Sept-2025,Management Sciences,ACTIVE
Ogbu Blessing,NYSC/UI/2025/106499,KD/25C/0058,blessing.ogbu@hotmail.com,25C,06-Aug-2025,Computing Department,ACTIVE
Haruna Yakubu,NYSC/UNIMAID/2025/106507,OY/25C/0059,yakubuharuna76@yahoo.com,25C,11-Sept-2025,Law Faculty,ACTIVE
Onwudiwe Gbenga,NYSC/FUOYE/2025/106514,KW/25C/0060,gbenonwudiwe@hotmail.com,25C,22-Sept-2025,Science Faculty,ACTIVE
Lawan Odochi,NYSC/UNN/2025/106527,EK/25C/0061,odoclawan@gmail.com,25C,29-Aug-2025,Social Sciences,ACTIVE
Eze Oluwakemi,NYSC/UNILORIN/2025/106533,AN/25C/0062,oluwakemi.eze@yahoo.com,25C,08-Aug-2025,Computing Department,ACTIVE
Ogbonna Kunle,NYSC/UNILAG/2025/106538,KG/25C/0063,kunle.ogbonna@outlook.com,25C,06-Sept-2025,Social Sciences,ACTIVE
Ezeh Aliyu,NYSC/UNILORIN/2025/106550,ZA/25C/0064,aliyu.ezeh@gmail.com,25C,13-Aug-2025,Library,ACTIVE
Salami Zainab,NYSC/FUTMINNA/2025/106555,BE/25C/0065,zainsalami@gmail.com,25C,17-Aug-2025,Law Faculty,ACTIVE
Aliyu Chizaram,NYSC/UNIPORT/2025/106562,KN/25C/0066,chizaliyu@yahoo.com,25C,14-Aug-2025,Science Faculty,ACTIVE
Sule Oluwaseyi,NYSC/FUTMINNA/2025/106573,EB/25C/0067,oluwaseyisule54@yahoo.com,25C,25-Aug-2025,Environmental Sciences,ACTIVE
Chukwu Obiageli,NYSC/UNN/2025/106583,AK/25C/0068,obiagelichukwu88@hotmail.com,25C,10-Sept-2025,Agriculture Faculty,ACTIVE
Sule Femi,NYSC/UNICAL/2025/106589,EN/25C/0069,femisule13@hotmail.com,25C,30-Sept-2025,Law Faculty,ACTIVE
Fashola Oluwakemi,NYSC/FUTA/2025/106602,YB/25C/0070,oluwfashola@outlook.com,25C,18-Aug-2025,Environmental Sciences,ACTIVE
Ogbonna Babatunde,NYSC/NOUN/2025/106604,FC/25C/0071,babaogbonna@hotmail.com,25C,09-Aug-2025,Arts Faculty,ACTIVE
Obiora Ugochukwu,NYSC/ABU/2025/106605,AN/25C/0072,ugocobiora@yahoo.com,25C,08-Sept-2025,Management Sciences,ACTIVE
Anyanwu Chukwudi,NYSC/FUTMINNA/2025/106617,NA/25C/0073,chukwudianyanwu36@hotmail.com,25C,10-Sept-2025,Education Faculty,ACTIVE
Hassan Uchechi,NYSC/OAU/2025/106619,FC/25C/0074,uchechi.hassan@gmail.com,25C,06-Sept-2025,Computing Department,ACTIVE
Bankole Ezinne,NYSC/UNILAG/2025/106621,SO/25C/0075,ezinnebankole62@hotmail.com,25C,01-Aug-2025,Management Sciences,ACTIVE
